Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
29,806,7,3,1,2,0,39,3,1,3,3,3339,17285,3,1,1,13,3,1,80,10,3,7,7,7,7,Yes
28,640,1,3,1,4,1,84,3,1,1,1,2080,4732,2,1,0,11,3,2,80,5,2,3,2,1,2,No
25,266,1,3,1,4,0,40,3,1,2,1,2096,18830,1,1,0,18,3,4,80,2,2,2,2,2,1,No
32,604,8,3,1,3,1,56,4,2,4,2,6209,11693,1,1,0,15,3,3,80,10,4,10,7,0,8,No
45,364,25,3,1,2,0,83,3,5,2,1,18061,13035,3,1,0,22,4,3,80,22,3,0,0,0,0,No
39,412,13,4,1,3,0,94,2,4,2,3,17123,17334,6,1,1,13,3,4,80,21,3,19,9,15,2,No
58,848,23,4,1,1,1,88,3,1,3,3,2372,26076,1,1,0,12,3,4,80,2,3,2,2,2,2,No
32,1089,7,2,1,4,1,79,3,2,3,2,4883,22845,1,1,0,18,3,1,80,10,3,10,4,1,1,Yes
39,360,23,3,1,3,1,93,3,1,1,1,3904,22154,0,1,0,13,3,1,80,6,3,5,2,0,3,Yes
30,1138,6,3,1,1,0,48,2,2,4,2,4627,23631,0,1,0,12,3,1,80,10,3,9,2,6,7,No
36,325,10,4,1,4,0,63,3,3,3,2,7094,5747,3,1,0,12,3,1,80,10,3,7,7,1,7,No
46,991,1,2,1,4,0,44,3,1,1,1,3423,22957,6,1,0,12,3,3,80,10,4,7,6,5,7,No
28,1476,1,3,1,3,0,55,1,2,4,2,6674,16392,0,1,0,11,3,1,80,10,3,9,8,7,5,No
50,1322,28,3,1,4,0,43,3,4,1,2,16880,22422,4,1,1,11,3,2,80,25,3,3,2,1,2,No
40,299,25,4,1,4,1,57,2,3,2,1,9094,17235,2,1,1,12,3,3,80,9,3,5,4,1,0,Yes
52,1030,5,3,1,2,1,64,3,3,2,1,8446,21534,9,1,1,19,3,3,80,10,2,8,7,7,7,Yes
30,634,17,4,1,2,0,95,3,3,1,2,11916,25927,1,1,1,23,4,4,80,9,3,9,1,0,8,No
39,524,18,2,1,1,1,32,3,2,3,1,4534,13352,0,1,0,11,3,1,80,9,3,8,7,1,7,No
31,587,2,4,1,4,0,57,3,3,3,3,9852,8935,1,1,1,19,3,1,80,10,2,10,8,9,6,No
41,256,10,2,1,3,1,40,1,2,2,1,6151,22074,1,1,0,13,3,1,80,19,3,19,2,11,9,No
31,1060,1,3,1,4,0,54,3,1,2,1,2302,8319,1,1,1,11,3,1,80,3,4,3,2,2,2,Yes
44,935,3,3,1,1,1,89,3,1,1,2,2362,14669,4,1,0,12,3,3,80,10,4,3,2,1,2,Yes
42,495,2,1,1,3,1,37,3,4,3,2,17861,26582,0,1,1,13,3,4,80,21,2,20,8,2,10,No
55,282,2,2,1,4,0,58,1,5,3,2,19187,6992,4,1,0,14,3,4,80,23,3,19,9,9,11,No
56,206,8,4,1,4,1,99,3,5,2,1,19717,4022,6,1,0,14,3,1,80,36,3,7,3,7,7,No
40,458,16,2,1,3,1,74,3,1,3,3,3544,8532,9,1,0,16,3,2,80,6,3,4,2,0,0,No
34,943,9,3,1,4,1,86,3,3,4,3,8500,5494,0,1,0,11,3,4,80,10,2,9,7,1,6,No
40,523,2,3,1,3,1,98,3,2,4,1,4661,22455,1,1,0,13,3,3,80,9,3,9,8,8,8,No
41,1018,1,3,1,3,0,66,3,2,1,3,4103,4297,0,1,0,17,3,4,80,10,3,9,3,1,7,No
35,482,4,4,1,3,1,87,3,2,3,1,4249,2690,1,1,1,11,3,2,80,9,3,9,6,1,1,No
51,770,5,3,1,3,1,84,3,4,2,3,14026,17588,1,1,1,11,3,2,80,33,3,33,9,0,10,No
38,1009,2,2,1,2,0,31,3,2,1,3,6893,19461,3,1,0,15,3,4,80,11,3,7,7,1,7,No
34,507,15,2,1,3,0,66,3,2,1,1,6125,23553,1,1,0,12,3,4,80,10,4,10,8,9,6,No
25,882,19,1,1,4,1,67,3,1,4,2,3669,9075,3,1,0,11,3,3,80,7,2,3,2,1,2,No
58,601,7,4,1,3,0,53,2,3,1,2,10008,12023,7,1,1,14,3,4,80,31,2,10,9,5,9,Yes
40,329,1,4,1,2,1,88,3,1,2,2,2387,6762,3,1,0,22,4,3,80,7,3,4,2,0,3,No
36,607,7,3,1,1,0,83,4,2,1,2,4639,2261,2,1,0,16,3,4,80,17,2,15,7,6,13,No
48,855,4,3,1,4,1,54,3,3,4,1,7898,18706,1,1,0,11,3,3,80,11,3,10,9,0,8,No
27,1291,11,3,1,3,0,98,4,1,4,2,2534,6527,8,1,0,14,3,2,80,5,3,1,0,0,0,No
51,1405,11,2,1,4,0,82,2,4,2,1,13142,24439,3,1,0,16,3,2,80,29,2,5,2,0,3,No
18,1124,1,3,1,4,0,97,3,1,4,1,1611,19305,1,1,0,15,3,3,80,0,4,0,0,0,0,No
35,817,1,3,1,4,0,60,2,2,4,2,5363,10846,0,1,0,12,3,2,80,10,3,9,7,0,0,No
27,793,2,1,1,4,1,43,1,2,4,1,5071,20392,3,1,0,20,4,2,80,8,3,6,2,0,0,No
55,267,13,4,1,1,1,85,4,4,3,1,13695,9277,6,1,1,17,3,3,80,24,2,19,7,3,8,Yes
56,1369,23,3,1,4,1,68,3,4,2,2,13402,18235,4,1,1,12,3,1,80,33,3,19,16,15,9,No
34,999,26,1,1,1,0,92,2,1,3,3,2029,15891,1,1,0,20,4,3,80,5,3,5,4,0,0,No
40,1202,2,1,1,2,0,89,4,2,3,3,6377,13888,5,1,0,20,4,2,80,15,3,12,11,11,8,No
34,285,29,3,1,2,1,86,3,2,3,2,5429,17491,4,1,0,13,3,1,80,10,3,8,7,7,7,No
31,703,2,3,1,3,0,90,2,1,4,1,2785,11882,7,1,0,14,3,3,80,3,4,1,0,0,0,Yes
35,662,18,4,1,4,0,67,3,2,3,2,4614,23288,0,1,1,18,3,3,80,5,2,4,2,3,2,Yes
38,693,7,3,1,4,1,57,4,1,3,3,2610,15748,1,1,0,11,3,4,80,4,3,4,2,0,3,No
34,404,2,4,1,3,0,98,3,2,4,1,6687,6163,1,1,0,11,3,4,80,14,4,14,11,4,11,No
28,736,26,3,1,3,1,48,2,2,1,2,4724,24232,1,1,0,11,3,3,80,5,3,5,3,0,4,No
31,330,22,4,1,4,1,98,3,2,3,2,6179,21057,1,1,1,15,3,4,80,10,2,10,2,6,7,Yes
39,1498,21,4,1,1,1,44,2,2,4,2,6120,3567,3,1,1,12,3,4,80,8,4,5,4,1,4,No
51,541,2,3,1,2,1,52,3,3,2,2,10596,15395,2,1,0,11,3,2,80,14,3,4,2,3,2,No
41,1200,22,3,1,4,0,75,3,2,4,3,5467,13953,3,1,1,14,3,1,80,12,2,6,2,3,3,No
37,1439,4,1,1,3,1,54,3,1,3,2,2996,5182,7,1,1,15,3,4,80,8,3,6,4,1,3,No
33,1111,5,1,1,2,1,61,3,2,4,2,9998,19293,6,1,0,13,3,1,80,8,4,5,4,1,2,No
32,499,2,1,1,3,1,36,3,2,2,2,4078,20497,0,1,1,13,3,1,80,4,2,3,2,1,2,No
39,1485,25,2,1,3,1,71,3,3,3,2,10920,3449,3,1,0,21,4,2,80,13,3,6,4,0,5,No
25,1372,18,1,1,1,1,93,4,2,3,2,6232,12477,2,1,0,11,3,2,80,6,2,3,2,1,2,No
52,322,28,2,1,4,0,59,4,4,3,2,13247,9731,2,1,1,11,3,2,80,24,2,5,3,0,2,No
43,930,6,3,1,1,0,73,2,2,3,1,4081,20003,1,1,1,14,3,1,80,20,1,20,7,1,8,No
27,205,10,3,1,4,0,98,2,2,4,2,5769,7100,1,1,1,11,3,4,80,6,3,6,2,4,4,No
27,135,17,4,1,4,0,51,3,1,3,1,2394,25681,1,1,1,13,3,4,80,8,3,8,2,7,7,Yes
26,683,2,1,1,1,1,36,2,1,4,1,3904,4050,0,1,0,12,3,4,80,5,3,4,3,1,1,No
42,1147,10,3,1,3,0,31,3,4,1,2,16799,16616,0,1,0,14,3,3,80,21,3,20,7,0,9,No
52,258,8,4,1,3,0,54,3,1,1,2,2950,17363,9,1,0,13,3,3,80,12,1,5,4,0,4,No
37,1462,11,3,1,1,0,94,3,1,3,1,3629,19106,4,1,0,18,3,1,80,8,3,3,2,0,2,No
35,200,18,2,1,3,1,60,3,3,4,1,9362,19944,2,1,0,11,3,3,80,10,3,2,2,2,2,No
25,949,1,3,1,1,1,81,3,1,4,2,3229,4910,4,1,0,11,3,2,80,7,2,3,2,0,2,No
26,652,7,3,1,3,1,100,4,1,1,1,3578,23577,0,1,0,12,3,4,80,8,3,7,7,0,7,No
29,332,17,3,1,2,1,51,2,3,1,1,7988,9769,1,1,0,13,3,1,80,10,2,10,9,0,9,No
49,1475,28,2,1,1,1,97,2,2,1,1,4284,22710,3,1,0,20,4,1,80,20,3,4,3,1,3,Yes
29,337,14,1,1,3,0,84,3,3,4,1,7553,22930,0,1,1,12,3,1,80,9,3,8,7,7,7,Yes
54,971,1,3,1,4,0,54,3,4,4,1,17328,5652,6,1,0,19,3,4,80,29,2,20,7,12,7,No
58,1055,1,3,1,4,0,76,3,5,1,2,19701,22456,3,1,1,21,4,3,80,32,3,9,8,1,5,No
55,1136,1,4,1,2,1,81,4,4,4,3,14732,12414,2,1,0,13,3,4,80,31,4,7,7,0,0,No
36,1174,3,4,1,1,0,99,3,2,2,1,9278,20763,3,1,1,16,3,4,80,15,3,5,4,0,1,No
31,667,1,4,1,2,0,50,1,1,3,1,1359,16154,1,1,0,12,3,2,80,1,3,1,0,0,0,Yes
30,855,7,4,1,4,0,73,3,2,1,3,4779,12761,7,1,0,14,3,2,80,8,3,3,2,0,2,No
31,182,8,5,1,1,0,93,3,4,2,1,16422,8847,3,1,0,11,3,3,80,9,4,3,2,1,0,No
34,560,1,4,1,4,1,91,3,1,1,3,2996,20284,5,1,0,14,3,3,80,10,3,4,3,1,3,No
31,202,8,3,1,1,0,34,2,1,2,1,1261,22262,1,1,0,12,3,3,80,1,4,1,0,0,0,Yes
27,1377,11,1,1,2,1,91,3,1,1,2,2099,7679,0,1,0,14,3,2,80,6,4,5,0,1,4,No
36,172,4,4,1,1,1,37,2,2,4,1,5810,22604,1,1,0,16,3,3,80,10,2,10,4,1,8,No
36,329,16,4,1,3,0,98,2,2,1,2,5647,13494,4,1,0,13,3,1,80,11,2,3,2,0,2,No
47,465,1,3,1,1,1,74,3,1,4,2,3420,10205,7,1,0,12,3,3,80,17,2,6,5,1,2,No
25,383,9,2,1,1,1,68,2,1,1,2,4400,15182,3,1,0,12,3,1,80,6,3,3,2,2,2,Yes
37,1413,5,2,1,3,1,84,4,1,3,1,3500,25470,0,1,0,14,3,1,80,7,1,6,5,1,3,No
56,1255,1,2,1,1,0,90,3,1,1,2,2066,10494,2,1,0,22,4,4,80,5,4,3,2,1,0,No
47,359,2,4,1,1,0,82,3,4,3,2,17169,26703,3,1,0,19,3,2,80,26,4,20,17,5,6,No
24,1476,4,1,1,4,0,42,3,2,3,2,4162,15211,1,1,1,12,3,3,80,5,3,5,4,0,3,No
32,601,7,5,1,4,1,97,3,2,4,2,9204,23343,4,1,0,12,3,3,80,7,2,4,3,0,3,No
34,401,1,3,1,4,0,86,2,1,2,2,3294,3708,5,1,0,17,3,1,80,7,2,5,4,0,2,No
41,1283,5,5,1,2,1,90,4,1,3,2,2127,5561,2,1,1,12,3,1,80,7,2,4,2,0,3,No
40,663,9,4,1,3,1,81,3,2,3,3,3975,23099,3,1,0,11,3,3,80,11,4,8,7,0,7,No
31,326,8,2,1,1,1,31,3,3,4,3,10793,8386,1,1,0,18,3,1,80,13,3,13,7,9,9,No
46,377,9,3,1,1,1,52,3,3,4,3,10096,15986,4,1,0,11,3,1,80,28,4,7,7,4,3,Yes
39,592,2,3,1,1,0,54,2,1,1,1,3646,17181,2,1,1,23,4,2,80,11,4,1,0,0,0,Yes
31,1445,1,5,1,3,0,100,4,3,2,1,7446,8931,1,1,0,11,3,1,80,10,3,10,8,4,7,Yes
45,1038,20,3,1,2,1,95,1,3,1,3,10851,19863,2,1,1,18,3,2,80,24,3,7,7,0,7,No
31,1398,8,2,1,4,0,96,4,1,2,1,2109,24609,9,1,0,18,3,4,80,8,3,3,2,0,2,No
31,523,2,3,1,2,1,94,3,1,4,2,3722,21081,6,1,1,13,3,3,80,7,1,2,2,2,2,Yes
45,1448,29,3,1,2,1,55,3,3,4,2,9380,14720,4,1,1,18,3,4,80,10,4,3,1,1,2,No
48,1221,7,3,1,3,1,96,3,2,1,3,5486,24795,4,1,0,11,3,1,80,15,3,2,2,2,2,No
34,1107,9,4,1,1,0,52,3,1,3,2,2742,3072,1,1,0,15,3,4,80,2,3,2,2,2,2,Yes
40,218,8,1,1,4,1,55,2,3,2,3,13757,25178,2,1,0,11,3,3,80,16,3,9,8,4,8,No
28,866,5,3,1,4,1,84,3,2,1,1,8463,23490,0,1,0,18,3,4,80,6,3,5,4,1,3,No
44,981,5,3,1,3,1,90,2,1,3,1,3162,7973,3,1,0,14,3,4,80,7,3,5,2,0,3,No
53,447,2,3,1,4,1,39,4,4,2,1,16598,19764,4,1,0,12,3,2,80,35,2,9,8,8,8,No
49,1495,5,4,1,1,1,96,3,2,3,2,6651,21534,2,1,0,14,3,2,80,20,2,3,2,1,2,No
40,896,2,3,1,3,1,68,3,1,3,3,2345,8045,2,1,0,14,3,3,80,8,4,3,1,1,2,No
44,1467,20,3,1,4,1,49,3,1,2,1,3420,21158,1,1,0,13,3,3,80,6,2,5,2,1,3,No
33,430,7,3,1,4,1,54,3,2,1,2,4373,17456,0,1,0,14,3,1,80,5,3,4,3,0,3,No
34,1326,3,3,1,4,1,81,1,2,1,1,4759,15891,3,1,0,18,3,4,80,15,3,13,9,3,12,No
30,1358,16,1,1,4,1,96,3,2,3,2,5301,2939,8,1,0,15,3,3,80,4,2,2,1,2,2,No
42,748,9,2,1,1,0,74,3,1,4,1,3673,16458,1,1,0,13,3,3,80,12,3,12,9,5,8,No
44,383,1,5,1,1,0,79,3,2,3,2,4768,9282,7,1,0,12,3,3,80,11,2,1,0,0,0,No
30,990,7,3,1,3,1,64,3,1,3,3,1274,7152,1,1,0,13,3,2,80,1,2,1,0,0,0,No
57,405,1,2,1,2,1,93,4,2,3,2,4900,2721,0,1,0,24,4,1,80,13,2,12,9,2,8,No
49,1490,7,4,1,3,1,35,3,3,2,3,10466,20948,3,1,0,14,3,2,80,29,3,8,7,0,7,No
34,829,15,3,1,2,1,71,3,4,1,3,17007,11929,7,1,0,14,3,4,80,16,2,14,8,6,9,No
28,1496,1,3,1,1,1,92,3,1,3,2,2909,15747,3,1,0,15,3,4,80,5,4,3,2,1,2,Yes
29,115,13,3,1,1,0,51,3,2,2,1,5765,17485,5,1,0,11,3,1,80,7,1,5,3,0,0,Yes
34,790,24,4,1,1,0,40,2,2,2,1,4599,7815,0,1,1,23,4,3,80,16,4,15,9,10,10,Yes
35,660,7,1,1,4,1,76,3,1,3,2,2404,16192,1,1,0,13,3,1,80,1,3,1,0,0,0,No
24,381,9,3,1,2,1,89,3,1,1,1,3172,16998,2,1,1,11,3,3,80,4,2,0,0,0,0,Yes
24,830,13,2,1,4,0,78,3,1,2,2,2033,7103,1,1,0,13,3,3,80,1,3,1,0,0,0,No
44,1193,2,1,1,2,1,86,3,3,3,1,10209,19719,5,1,1,18,3,2,80,16,2,2,2,2,2,No
29,1246,19,3,1,3,1,77,2,2,3,3,8620,23757,1,1,0,14,3,3,80,10,3,10,7,0,4,No
30,330,1,3,1,3,1,46,3,1,3,3,2064,15428,0,1,0,21,4,1,80,6,4,5,3,1,3,No
55,1229,4,4,1,4,1,30,3,2,3,2,4035,16143,0,1,1,16,3,2,80,4,3,3,2,1,2,No
33,1099,4,4,1,1,0,82,2,1,2,2,3838,8192,8,1,0,11,3,4,80,8,3,5,4,0,2,No
47,571,14,3,1,3,0,78,3,2,3,2,4591,24200,3,1,1,17,3,3,80,11,2,5,4,1,2,No
28,289,2,2,1,3,1,38,2,1,1,1,2561,5355,7,1,0,11,3,3,80,8,2,0,0,0,0,Yes
28,1423,1,3,1,1,1,72,2,1,3,3,1563,12530,1,1,0,14,3,4,80,1,1,1,0,0,0,No
28,467,7,3,1,3,1,55,3,2,1,1,4898,11827,0,1,0,14,3,4,80,5,3,4,2,1,3,No
49,271,3,2,1,3,0,43,2,2,1,2,4789,23070,4,1,0,25,4,1,80,10,3,3,2,1,2,No
29,410,2,1,1,4,0,97,3,1,2,2,3180,4668,0,1,0,13,3,3,80,4,3,3,2,0,2,No
28,1083,29,1,1,3,1,96,1,2,2,2,6549,3173,1,1,0,14,3,2,80,8,2,8,6,1,7,No
33,516,8,5,1,4,1,69,3,2,3,1,6388,22049,2,1,1,17,3,1,80,14,3,0,0,0,0,No
32,495,10,3,1,3,1,64,3,3,4,1,11244,21072,2,1,0,25,4,2,80,10,4,5,2,0,0,No
54,1050,11,4,1,2,0,87,3,4,4,3,16032,24456,3,1,0,20,4,1,80,26,3,14,9,1,12,No
29,224,1,4,1,1,1,100,2,1,1,1,2362,7568,6,1,0,13,3,3,80,11,1,9,7,0,7,Yes
44,136,28,3,1,4,1,32,3,4,1,2,16328,22074,3,1,0,13,3,3,80,24,4,20,6,14,17,No
39,1089,6,3,1,2,0,32,3,3,2,1,8376,9150,4,1,0,18,3,4,80,9,3,2,0,2,2,No
46,228,3,3,1,3,0,51,3,4,2,2,16606,11380,8,1,0,12,3,4,80,23,4,13,12,5,1,No
35,1029,16,3,1,4,0,91,2,3,2,1,8606,21195,1,1,0,19,3,4,80,11,1,11,8,3,3,No
23,507,20,1,1,1,1,97,3,2,3,1,2272,24812,0,1,0,14,3,2,80,5,3,4,3,1,2,No
40,676,9,4,1,4,1,86,3,1,1,1,2018,21831,3,1,0,14,3,2,80,15,1,5,4,1,0,Yes
34,971,1,3,1,4,1,64,2,3,3,2,7083,12288,1,1,1,14,3,4,80,10,3,10,9,8,6,No
31,561,3,3,1,4,0,33,3,1,3,1,4084,4156,1,1,0,12,3,1,80,7,1,7,2,7,7,Yes
50,333,22,5,1,3,1,88,1,4,4,1,14411,24450,1,1,1,13,3,4,80,32,3,32,6,13,9,No
34,1440,7,2,1,2,1,55,3,1,3,2,2308,4944,0,1,1,25,4,2,80,12,3,11,10,5,7,No
42,1210,2,3,1,3,1,68,2,1,2,2,4841,24052,4,1,0,14,3,2,80,4,3,1,0,0,0,No
37,674,13,3,1,1,1,47,3,2,4,2,4285,3031,1,1,0,17,3,1,80,10,3,10,8,3,7,No
29,441,8,1,1,3,0,39,1,2,1,2,9715,7288,3,1,0,13,3,3,80,9,3,7,7,0,7,No
33,575,25,3,1,4,1,44,2,2,2,1,4320,24152,1,1,0,13,3,4,80,5,3,5,3,0,2,No
45,950,28,3,1,4,1,97,3,1,4,2,2132,4585,4,1,0,20,4,4,80,8,3,5,4,0,3,No
42,288,2,3,1,4,1,40,3,3,4,2,10124,18611,2,1,1,14,3,3,80,24,1,20,8,13,9,No
40,1342,9,2,1,1,1,47,3,2,1,2,5473,19345,0,1,0,12,3,4,80,9,4,8,4,7,1,No
33,589,28,4,1,2,1,79,3,2,3,2,5207,22949,1,1,1,12,3,2,80,15,3,15,14,5,7,No
40,898,6,2,1,3,1,38,3,4,4,1,16437,17381,1,1,1,21,4,4,80,21,3,21,7,7,7,No
24,350,21,2,1,3,1,57,2,1,1,3,2296,10036,0,1,0,14,3,2,80,2,3,1,1,0,0,No
40,1142,8,2,1,4,1,72,3,2,4,3,4069,8841,3,1,1,18,3,3,80,8,3,2,2,2,2,No
45,538,1,4,1,1,1,66,3,3,2,3,7441,20933,1,1,0,12,3,1,80,10,3,10,8,7,7,No
35,1402,28,4,1,2,0,98,2,1,3,2,2430,26204,0,1,0,23,4,1,80,6,3,5,3,4,2,No
32,824,5,2,1,4,0,67,2,2,2,2,5878,15624,3,1,0,12,3,1,80,12,3,7,1,2,5,No
36,1157,2,4,1,3,1,70,3,1,4,1,2644,17001,3,1,1,21,4,4,80,7,2,3,2,1,2,No
48,492,16,4,1,3,0,96,3,2,3,3,6439,13693,8,1,0,14,3,3,80,18,3,8,7,7,7,No
29,598,9,3,1,3,1,91,4,1,3,2,2451,22376,6,1,0,18,3,1,80,5,2,1,0,0,0,No
33,1242,8,4,1,1,1,46,3,2,1,2,6392,10589,2,1,0,13,3,4,80,8,1,2,2,2,2,No
30,740,1,3,1,2,1,64,2,2,1,2,9714,5323,1,1,0,11,3,4,80,10,3,10,8,6,7,Yes
38,888,10,4,1,3,1,71,3,2,3,2,6077,14814,3,1,0,11,3,3,80,10,3,6,3,1,2,No
35,992,1,3,1,4,1,68,2,1,1,1,2450,21731,1,1,0,19,3,2,80,3,3,3,0,1,2,No
30,1288,29,4,1,3,1,33,3,3,2,2,9250,17799,3,1,0,12,3,2,80,9,3,4,2,1,3,No
35,104,2,3,1,1,0,69,3,1,1,3,2074,26619,1,1,1,12,3,4,80,1,3,1,0,0,0,Yes
53,607,2,5,1,3,0,78,2,3,4,2,10169,14618,0,1,0,16,3,2,80,34,3,33,7,1,9,Yes
38,903,2,3,1,3,1,81,3,2,2,2,4855,7653,4,1,0,11,3,1,80,7,3,5,2,1,4,Yes
32,1200,1,4,1,4,1,62,3,2,1,2,4087,25174,4,1,0,14,3,2,80,9,2,6,5,1,2,No
48,1108,15,4,1,3,0,65,3,1,1,2,2367,16530,8,1,0,12,3,4,80,10,2,8,2,7,6,No
34,479,7,4,1,1,1,35,3,1,4,1,2972,22061,1,1,0,13,3,3,80,1,1,1,0,0,0,No
55,685,26,5,1,3,1,60,2,5,4,2,19586,23037,1,1,0,21,4,3,80,36,3,36,6,2,13,No
34,1351,1,4,1,2,1,45,3,2,4,2,5484,13008,9,1,0,17,3,2,80,9,2,2,2,2,1,No
26,474,3,3,1,1,0,89,3,1,4,2,2061,11133,1,1,0,21,4,1,80,1,3,1,0,0,0,No
38,1245,14,3,1,3,1,80,3,2,2,2,9924,12355,0,1,0,11,3,4,80,10,3,9,8,7,7,No
38,437,16,3,1,2,0,90,3,2,2,1,4198,16379,2,1,0,12,3,2,80,8,4,3,2,1,2,No
36,884,1,4,1,2,0,73,3,2,3,1,6815,21447,6,1,0,13,3,1,80,15,3,1,0,0,0,No
29,1370,3,1,1,2,1,87,3,1,1,1,4723,16213,1,1,1,18,3,4,80,10,3,10,9,1,5,No
35,670,10,4,1,1,0,51,3,2,3,1,6142,4223,3,1,1,16,3,3,80,10,3,5,2,0,4,No
39,1462,6,3,1,4,1,38,4,3,3,2,8237,4658,2,1,0,11,3,1,80,11,3,7,6,7,6,No
29,995,2,1,1,1,1,87,3,2,4,3,8853,24483,1,1,0,19,3,4,80,6,4,6,4,1,3,No
50,264,9,3,1,3,1,59,3,5,3,2,19331,19519,4,1,1,16,3,3,80,27,3,1,0,0,0,No
23,977,10,3,1,4,1,45,4,1,3,2,2073,12826,2,1,0,16,3,4,80,4,3,2,2,2,2,No
36,1302,6,4,1,1,1,80,4,2,1,2,5562,19711,3,1,1,13,3,4,80,9,3,3,2,0,2,No
42,1059,9,2,1,4,1,93,2,5,4,1,19613,26362,8,1,0,22,4,4,80,24,3,1,0,0,1,No
35,750,28,3,1,2,1,46,4,2,3,2,3407,25348,1,1,0,17,3,4,80,10,2,10,9,6,8,No
34,653,10,4,1,4,1,92,2,2,3,2,5063,15332,1,1,0,14,3,2,80,8,2,8,2,7,7,No
40,118,14,2,1,4,0,84,3,2,1,2,4639,11262,1,1,0,15,3,3,80,5,3,5,4,1,2,No
43,990,27,3,1,4,1,87,4,1,2,3,4876,5855,5,1,0,12,3,3,80,8,3,6,4,0,2,No
35,1349,7,2,1,3,1,63,2,1,4,2,2690,7713,1,1,0,18,3,4,80,1,2,1,0,0,1,No
46,563,1,4,1,4,1,56,4,4,1,1,17567,3156,1,1,0,15,3,2,80,27,1,26,0,0,12,No
28,329,24,3,1,3,1,51,3,1,2,2,2408,7324,1,1,1,17,3,3,80,1,3,1,1,0,0,Yes
22,457,26,2,1,2,0,85,2,1,3,2,2814,10293,1,1,1,14,3,2,80,4,2,4,2,1,3,No
50,1234,20,5,1,2,1,41,3,4,3,2,11245,20689,2,1,1,15,3,3,80,32,3,30,8,12,13,No
32,634,5,4,1,2,0,35,4,1,4,2,3312,18783,3,1,0,17,3,4,80,6,3,3,2,0,2,No
44,1313,7,3,1,2,0,31,3,5,4,3,19049,3549,0,1,1,14,3,4,80,23,2,22,7,1,10,No
30,241,7,3,1,2,1,48,2,1,2,2,2141,5348,1,1,0,12,3,2,80,6,2,6,4,1,1,No
45,1015,5,5,1,3,0,50,1,2,1,1,5769,23447,1,1,1,14,3,1,80,10,3,10,7,1,4,No
45,336,26,3,1,1,1,52,2,2,1,2,4385,24162,1,1,0,15,3,1,80,10,3,10,7,4,5,No
31,715,2,4,1,4,1,54,3,2,1,1,5332,21602,7,1,0,13,3,4,80,10,3,5,2,0,3,No
36,559,12,4,1,3,0,76,3,2,3,2,4663,12421,9,1,1,12,3,2,80,7,3,3,2,1,1,No
34,426,10,4,1,3,1,42,4,2,4,3,4724,17000,1,1,0,13,3,1,80,9,3,9,7,7,2,No
49,722,25,4,1,3,0,84,3,1,1,2,3211,22102,1,1,0,14,3,4,80,10,2,9,6,1,4,No
39,1387,10,5,1,2,1,76,3,2,1,2,5377,3835,2,1,0,13,3,4,80,10,3,7,7,7,7,No
27,1302,19,3,1,4,1,67,2,1,1,3,4066,16290,1,1,0,11,3,1,80,7,3,7,7,0,7,No
35,819,18,5,1,2,1,48,4,2,1,2,5208,26312,1,1,0,11,3,4,80,16,3,16,15,1,10,No
28,580,27,3,1,2,0,39,1,2,1,3,4877,20460,0,1,0,21,4,2,80,6,2,5,3,0,0,No
21,546,5,1,1,3,1,97,3,1,4,1,3117,26009,1,1,0,18,3,3,80,3,3,2,2,2,2,No
18,544,3,2,1,2,0,70,3,1,4,1,1569,18420,1,1,1,12,3,3,80,0,4,0,0,0,0,Yes
47,1176,26,4,1,4,0,98,3,5,3,2,19658,5220,3,1,0,11,3,3,80,27,3,5,2,1,0,No
39,170,3,2,1,3,1,76,2,2,3,3,3069,10302,0,1,0,15,3,4,80,11,3,10,8,0,7,No
40,884,15,3,1,1,0,80,2,3,3,2,10435,25800,1,1,0,13,3,4,80,18,3,18,15,14,12,No
35,208,8,4,1,3,0,52,3,2,3,2,4148,12250,1,1,0,12,3,4,80,15,3,14,11,2,9,No
37,671,19,3,1,3,1,85,3,2,3,2,5768,26493,3,1,0,17,3,1,80,9,2,4,3,0,2,No
39,711,4,3,1,1,0,81,3,2,3,1,5042,3140,0,1,0,13,3,4,80,10,1,9,2,3,8,No
45,1329,2,2,1,4,0,59,2,2,4,3,5770,5388,1,1,0,19,3,1,80,10,3,10,7,3,9,No
38,397,2,2,1,4,0,54,2,3,3,2,7756,14199,3,1,1,19,3,4,80,10,4,5,4,0,2,No
35,737,10,3,1,4,1,55,2,3,1,2,10306,21530,9,1,0,17,3,3,80,15,3,13,12,6,0,Yes
37,1470,10,3,1,2,0,71,3,1,2,2,3936,9953,1,1,0,11,3,1,80,8,1,8,4,7,7,No
40,448,16,3,1,3,0,84,3,3,4,1,7945,19948,6,1,1,15,3,4,80,18,2,4,2,3,3,No
44,602,1,5,1,1,1,37,3,2,4,2,5743,10503,4,1,1,11,3,3,80,14,3,10,7,0,2,No
